w_idx	w_word	x_word	x_index	status	final_pairing_value	active_term_count	discharged_term_count	elapsed_sec	error
439	1112122334234434	1211213342432344	12677	fallback_evaluated_by_x_component_coloring	0	2	8	0.284	
440	1112122334243344	1211213233442434	12590	fallback_evaluated_by_x_component_coloring	0	4	4	3.065	
441	1112122334243434	1231412132423344	23175	fallback_evaluated_by_x_component_coloring	0	2	7	0.070	
442	1112122334323444	1121323241344234	5930	fallback_evaluated_by_x_component_coloring	0	1	6	1.075	
443	1112122334324344	1211322132344434	14190	fallback_evaluated_by_x_component_coloring	0	2	5	1.525	
445	1112122334342344	1211324231324434	14675	fallback_evaluated_by_x_component_coloring	0	4	13	4.654	
448	1112122334423344	1231114232243434	20786	fallback_evaluated_by_x_component_coloring	0	4	4	2.110	
451	1112122342333444	1211324312234434	14705	fallback_evaluated_by_x_component_coloring	0	2	4	1.097	
453	1112122342334434	1211324213342344	14660	fallback_evaluated_by_x_component_coloring	0	4	15	12.354	
461	1112122343342344	1122334112324434	8714	fallback_evaluated_by_x_component_coloring	0	1	4	0.042	
464	1112122343423344	1231412213342434	23199	fallback_evaluated_by_x_component_coloring	0	1	9	0.204	
469	1112123223343444	1211322431324434	14361	fallback_evaluated_by_x_component_coloring	0	10	9	77.889	
470	1112123223344344	1231411222333444	23101	fallback_evaluated_by_x_component_coloring	0	4	5	2.911	
471	1112123223433444	1211321344234234	14130	fallback_evaluated_by_x_component_coloring	0	1	4	0.199	
475	1112123224334434	1122311432432344	7883	fallback_evaluated_by_x_component_coloring	0	1	7	1.225	
476	1112123224343344	1122311432423434	7882	fallback_evaluated_by_x_component_coloring	0	2	9	1.409	
477	1112123224343434	1211321432423344	14163	fallback_evaluated_by_x_component_coloring	0	3	14	8.999	
478	1112123232343444	1211322434314234	14387	fallback_evaluated_by_x_component_coloring	0	2	5	1.996	
480	1112123232433444	1211321324423344	14105	fallback_evaluated_by_x_component_coloring	0	3	8	1.889	
484	1112123233243444	1211322413434234	14353	fallback_evaluated_by_x_component_coloring	0	5	14	19.283	
485	1112123233244344	1231411222334434	23103	fallback_evaluated_by_x_component_coloring	0	2	5	2.023	
489	1112123233442344	1231211324234434	21872	fallback_evaluated_by_x_component_coloring	0	1	8	0.071	
490	1112123233442434	1211321324243344	14097	fallback_evaluated_by_x_component_coloring	0	3	15	9.546	
505	1112123242333444	1211322413234344	14339	fallback_evaluated_by_x_component_coloring	0	4	6	4.496	
506	1112123242334344	1121322434132434	5803	fallback_evaluated_by_x_component_coloring	0	1	6	0.896	
507	1112123242334434	1231421312243344	23412	fallback_evaluated_by_x_component_coloring	0	2	5	0.948	
510	1112123243233444	1211321432324434	14159	fallback_evaluated_by_x_component_coloring	0	2	7	3.011	
513	1112123243243344	1231421312324434	23416	fallback_evaluated_by_x_component_coloring	0	1	4	0.049	
514	1112123243243434	1231211422334344	21908	fallback_evaluated_by_x_component_coloring	0	1	6	0.861	
517	1112123243423344	1211321434232434	14171	fallback_evaluated_by_x_component_coloring	0	1	9	0.223	
522	1112123323243444	1211322431434234	14369	fallback_evaluated_by_x_component_coloring	0	6	10	5.411	
523	1112123323244344	1231211344223434	21903	fallback_evaluated_by_x_component_coloring	0	2	4	1.143	
531	1112123324324434	1231421231243344	23377	fallback_evaluated_by_x_component_coloring	0	1	3	0.007	
533	1112123324342434	1231421321324344	23436	fallback_evaluated_by_x_component_coloring	0	1	4	0.034	
543	1112123342323444	1211322334144234	14293	fallback_evaluated_by_x_component_coloring	0	1	6	0.762	
554	1112123344232344	1231211324324434	21877	fallback_evaluated_by_x_component_coloring	0	2	4	0.748	
557	1112123422333444	1121322134324434	5633	fallback_evaluated_by_x_component_coloring	0	2	6	1.689	
591	1112132232433444	1231212313244434	22031	fallback_evaluated_by_x_component_coloring	0	3	4	1.867	
592	1112132232434344	1231211323244434	21863	fallback_evaluated_by_x_component_coloring	0	2	4	0.803	
593	1112132232434434	1211213324243344	12651	fallback_partial		6	18	32.533	
594	1112132233243444	1211213322434434	12635	fallback_evaluated_by_x_component_coloring	0	7	7	33.728	
596	1112132233424344	1231213213244434	22233	fallback_evaluated_by_x_component_coloring	0	2	4	0.807	
598	1112132233442344	1231421323124434	23448	fallback_evaluated_by_x_component_coloring	0	1	4	0.043	
600	1112132234233444	1122334411223344	8777	fallback_evaluated_by_x_component_coloring	0	1	4	0.055	
603	1112132234243344	1211213432324434	12713	fallback_evaluated_by_x_component_coloring	0	2	4	0.803	
607	1112132234324434	1211323442132344	14598	fallback_evaluated_by_x_component_coloring	0	1	3	0.007	
611	1112132234423344	1231112322443434	20671	fallback_evaluated_by_x_component_coloring	0	1	5	0.707	
613	1112132243233444	1211322433414234	14378	fallback_evaluated_by_x_component_coloring	0	8	5	25.522	
615	1112132243234434	1122314312432344	8434	fallback_evaluated_by_x_component_coloring	0	1	5	0.198	
616	1112132243243344	1122312314432434	7994	fallback_evaluated_by_x_component_coloring	0	2	4	1.201	
619	1112132243423344	1211213432243434	12710	fallback_evaluated_by_x_component_coloring	0	4	4	2.092	
621	1112132243432344	1211213432234434	12708	fallback_evaluated_by_x_component_coloring	0	4	4	3.176	
625	1112132322433444	1231421123344234	23326	fallback_evaluated_by_x_component_coloring	0	2	2	0.192	
626	1112132322434344	1231212123344434	21952	fallback_evaluated_by_x_component_coloring	0	1	2	0.010	
627	1112132322434434	1231114232243344	20785	fallback_evaluated_by_x_component_coloring	0	4	6	4.287	
628	1112132323243444	1121322143434234	5662	fallback_evaluated_by_x_component_coloring	0	4	13	11.913	
634	1112132324233444	1231114232324434	20789	fallback_evaluated_by_x_component_coloring	0	4	5	3.407	
637	1112132324243344	1231214321324434	22507	fallback_evaluated_by_x_component_coloring	0	4	5	3.873	
640	1112132324324344	1211223331244434	12919	fallback_evaluated_by_x_component_coloring	0	4	6	4.215	
641	1112132324324434	1231212142333444	21998	fallback_evaluated_by_x_component_coloring	0	2	5	1.347	
643	1112132324342434	1211324122334344	14606	fallback_evaluated_by_x_component_coloring	0	2	9	1.177	
645	1112132324423344	1231112243233444	20647	fallback_evaluated_by_x_component_coloring	0	4	6	3.860	
647	1112132342233444	1122314321423344	8453	fallback_evaluated_by_x_component_coloring	0	1	6	0.588	
651	1112132342243434	1211314223423344	13979	fallback_evaluated_by_x_component_coloring	0	2	5	0.862	
654	1112132342324434	1211324314232344	14721	fallback_evaluated_by_x_component_coloring	0	1	5	0.202	
658	1112132342423344	1211323214243434	14468	fallback_evaluated_by_x_component_coloring	0	2	5	0.917	
661	1112132342432434	1211314223324344	13974	fallback_proved_zero	0	0	4	0.222	
665	1112132422333444	1231421123243344	23319	fallback_evaluated_by_x_component_coloring	0	1	3	0.054	
666	1112132422334344	1231114232233444	20782	fallback_evaluated_by_x_component_coloring	0	4	6	3.861	
667	1112132422334434	1231112243243344	20650	fallback_evaluated_by_x_component_coloring	0	2	6	1.619	
670	1112132423233444	1211324132423344	14637	fallback_evaluated_by_x_component_coloring	0	6	10	8.422	
672	1112132423234434	1211324132432344	14639	fallback_evaluated_by_x_component_coloring	0	2	5	0.828	
673	1112132423243344	1231421122334434	23313	fallback_evaluated_by_x_component_coloring	0	1	3	0.006	
674	1112132423243434	1231412122334344	23144	fallback_evaluated_by_x_component_coloring	0	2	4	0.727	
675	1112132423323444	1231421132344234	23342	fallback_evaluated_by_x_component_coloring	0	2	2	0.020	
676	1112132423324344	1231112243432434	20661	fallback_evaluated_by_x_component_coloring	0	2	4	0.802	
678	1112132423342344	1211312232434434	13815	fallback_evaluated_by_x_component_coloring	0	3	5	1.940	
687	1112132432342434	1211324213324344	14658	fallback_evaluated_by_x_component_coloring	0	2	10	1.975	
689	1112132432432344	1231412233124434	23224	fallback_evaluated_by_x_component_coloring	0	1	5	0.700	
690	1112132432432434	1122313214243344	8185	fallback_evaluated_by_x_component_coloring	0	2	8	2.917	
692	1112132434223344	1121324342132434	6187	fallback_evaluated_by_x_component_coloring	0	1	4	0.039	
694	1112132434232344	1122334121324434	8735	fallback_evaluated_by_x_component_coloring	0	1	5	0.245	
695	1112132434232434	1211324321324344	14730	fallback_evaluated_by_x_component_coloring	0	1	6	0.856	
697	1112134223323444	1121221333444234	4193	fallback_evaluated_by_x_component_coloring	0	6	7	10.724	
699	1112134223324434	1231421321342344	23438	fallback_evaluated_by_x_component_coloring	0	1	3	0.007	
703	1112134223423344	1211321243243434	14063	fallback_evaluated_by_x_component_coloring	0	2	8	0.241	
714	1112134232324344	1122331414232434	8656	fallback_evaluated_by_x_component_coloring	0	1	6	0.906	
722	1112134232432434	1211321324423344	14105	fallback_proved_zero	0	0	11	1.120	
729	1112212323343444	1122331142434234	8541	fallback_evaluated_by_x_component_coloring	0	3	5	6.368	
730	1112212323433444	1121342233144234	6319	fallback_evaluated_by_x_component_coloring	0	1	5	0.520	
733	1112212324334434	1211233144232344	13464	fallback_evaluated_by_x_component_coloring	0	1	5	0.702	
736	1112212332343444	1211322134324434	14213	fallback_evaluated_by_x_component_coloring	0	2	6	1.585	
737	1112212332433444	1211342213324344	14868	fallback_evaluated_by_x_component_coloring	0	3	6	2.287	
738	1112212332434344	1122343112243434	8963	fallback_evaluated_by_x_component_coloring	0	1	4	0.043	
740	1112212334233444	1122133231424434	7436	fallback_evaluated_by_x_component_coloring	0	1	7	1.084	
743	1112212334243344	1231421132432434	23346	fallback_evaluated_by_x_component_coloring	0	1	5	0.214	
745	1112212334323444	1122133241344234	7460	fallback_evaluated_by_x_component_coloring	0	3	8	1.304	
747	1112212334324434	1231243121342344	23046	fallback_evaluated_by_x_component_coloring	1	1	2	0.004	
749	1112212334342434	1211233142423344	13457	fallback_evaluated_by_x_component_coloring	0	1	9	0.256	
1	1111222233334444	1231114223432344		timeout				600.141	TaskTimeoutError: pairing exceeded the per-task time limit
2	1111222233343444	1231112323444234	20681	fallback_evaluated_by_x_component_coloring	0	1	2	551.657	
3	1111222233344344	1213212431323444	19165	fallback_evaluated_by_x_component_coloring	0	2	4	128.068	
4	1111222233344434	1122131432432344	7115	fallback_evaluated_by_x_component_coloring	0	4	5	31.692	
5	1111222233433444	1213211324423344	18911	fallback_evaluated_by_x_component_coloring	0	4	5	214.135	
6	1111222233434344	1213234412132434	19873	fallback_evaluated_by_x_component_coloring	0	1	3	9.743	
7	1111222233434434	1213214312243344	19512	fallback_evaluated_by_x_component_coloring	0	10	7	80.408	
8	1111222233443344	1213122433123444	18198	fallback_evaluated_by_x_component_coloring	0	6	4	18.991	
9	1111222233443434	1123213442123344	10822	fallback_evaluated_by_x_component_coloring	3	2	4	6.111	
10	1111222234333444	1122123331244434	6847	fallback_evaluated_by_x_component_coloring	-2	10	6	124.623	
11	1111222234334344	1123212331442434	10512	fallback_evaluated_by_x_component_coloring	0	2	4	3.792	
12	1111222234334434	1213124321243344	18555	fallback_evaluated_by_x_component_coloring	0	2	4	1.414	
13	1111222234343344	1213124321324434	18559	fallback_evaluated_by_x_component_coloring	0	8	5	35.509	
15	1111222323343444	1123243121423344	11499	fallback_evaluated_by_x_component_coloring	0	1	4	54.742	
16	1111222323344344	1123214321432434	10964	fallback_evaluated_by_x_component_coloring	0	4	6	43.893	
17	1111222323344434	1213213142423344	19241	fallback_evaluated_by_x_component_coloring	0	2	5	2.981	
20	1111222323434434	1213123142243344	18255	fallback_evaluated_by_x_component_coloring	0	2	5	1.423	
21	1111222323443344	1212133243124434	16048	fallback_evaluated_by_x_component_coloring	0	4	4	2.755	
22	1111222323443434	1211134232243344	12457	fallback_evaluated_by_x_component_coloring	0	1	7	1.663	
23	1111222324333444	1123213122344434	10618	fallback_evaluated_by_x_component_coloring	0	4	4	24.991	
24	1111222324334344	1213122143233444	18055	fallback_evaluated_by_x_component_coloring	0	12	10	110.155	
26	1111222324343344	1122123344312434	6896	fallback_evaluated_by_x_component_coloring	0	2	2	0.267	
28	1111222332343444	1231112224334434	20604	fallback_evaluated_by_x_component_coloring	0	2	6	20.818	
29	1111222332344344	1123124213324434	9907	fallback_evaluated_by_x_component_coloring	0	4	12	7.636	
31	1111222332433444	1211132234243344	12301	fallback_evaluated_by_x_component_coloring	0	12	7	157.356	
32	1111222332434344	1112234233142434	2160	fallback_evaluated_by_x_component_coloring	0	4	4	5.910	
33	1111222332434434	1213213214432344	19283	fallback_evaluated_by_x_component_coloring	0	3	6	2.551	
34	1111222332443344	1122113324423434	6588	fallback_evaluated_by_x_component_coloring	0	20	21	390.038	
36	1111222333243444	1112233231444234	1961	fallback_evaluated_by_x_component_coloring	0	10	7	94.469	
37	1111222333423444	1112233243144234	1993	fallback_evaluated_by_x_component_coloring	0	2	5	3.176	
38	1111222333424344	1231142123233444	21618	fallback_evaluated_by_x_component_coloring	0	6	5	20.674	
39	1111222333424434	1231124312233444	21501	fallback_evaluated_by_x_component_coloring	0	2	4	3.191	
40	1111222333442344	1212113243324434	15128	fallback_evaluated_by_x_component_coloring	0	4	5	2.809	
43	1111222334233444	1211134232423344	12465	fallback_evaluated_by_x_component_coloring	0	3	5	3.856	
45	1111222334234434	1234123121432344	23975	fallback_evaluated_by_x_component_coloring	-1	1	3	0.040	
46	1111222334243344	1112223341324434	1393	fallback_evaluated_by_x_component_coloring	0	6	7	15.760	
48	1111222334323444	1213212133244434	19005	fallback_evaluated_by_x_component_coloring	0	2	6	1.858	
49	1111222334324344	1211123322344434	12170	fallback_evaluated_by_x_component_coloring	0	8	5	20.088	
50	1111222334324434	1213213142243344	19233	fallback_evaluated_by_x_component_coloring	0	4	5	2.689	
52	1111222334342434	1213124321423344	18563	fallback_evaluated_by_x_component_coloring	0	2	4	0.835	
54	1111222334423344	1122113233442434	6518	fallback_evaluated_by_x_component_coloring	0	4	12	7.547	
56	1111222334432344	1234123121234434	23964	fallback_evaluated_by_x_component_coloring	-1	1	1	0.005	
58	1111222334434234	1234112132233444	23626	fallback_evaluated_by_x_component_coloring	0	2	3	0.172	
59	1111222342333444	1123243114234234	11487	fallback_evaluated_by_x_component_coloring	0	1	3	1.038	
60	1111222342334344	1122134312243434	7657	fallback_evaluated_by_x_component_coloring	0	4	4	2.987	
64	1111222343233444	1112234321434234	2211	fallback_evaluated_by_x_component_coloring	0	1	4	0.164	
65	1111222343234344	1213213212443434	19259	fallback_evaluated_by_x_component_coloring	0	1	6	0.899	
67	1111222343243344	1213112224334434	17634	fallback_evaluated_by_x_component_coloring	0	6	7	13.097	
68	1111222343243434	1213214312423344	19520	fallback_evaluated_by_x_component_coloring	0	5	14	14.670	
69	1111222343323444	1211134222343344	12436	fallback_evaluated_by_x_component_coloring	0	5	6	8.584	
70	1111222343324344	1112233214342434	1945	fallback_evaluated_by_x_component_coloring	0	4	6	3.688	
71	1111222343324434	1231124213233444	21450	fallback_evaluated_by_x_component_coloring	0	1	5	0.204	
72	1111222343342344	1123213212434434	10677	fallback_evaluated_by_x_component_coloring	0	2	5	1.439	
73	1111222343342434	1234123112423344	23952	fallback_evaluated_by_x_component_coloring	0	2	2	0.025	
80	1111223223343444	1112232341434234	1785	fallback_evaluated_by_x_component_coloring	0	3	4	16.242	
81	1111223223344344	1112232433412434	1849	fallback_evaluated_by_x_component_coloring	0	2	4	2.172	
82	1111223223344434	1212131432432344	15695	fallback_evaluated_by_x_component_coloring	0	1	6	0.680	
83	1111223223433444	1122131243344234	7019	fallback_evaluated_by_x_component_coloring	0	2	4	2.545	
86	1111223223443344	1213121432243434	17984	fallback_evaluated_by_x_component_coloring	0	4	6	4.302	
88	1111223224334344	1231122431233444	21152	fallback_evaluated_by_x_component_coloring	0	4	4	8.636	
89	1111223224334434	1213231421243344	19749	fallback_evaluated_by_x_component_coloring	0	1	5	0.400	
90	1111223224343344	1123142321324434	10189	fallback_evaluated_by_x_component_coloring	0	2	5	1.708	
91	1111223224343434	1213122431324344	18188	fallback_evaluated_by_x_component_coloring	0	8	5	19.056	
92	1111223232343444	1231122314434234	21075	fallback_evaluated_by_x_component_coloring	0	3	6	4.425	
93	1111223232344344	1213211423324434	18949	fallback_evaluated_by_x_component_coloring	0	4	6	3.671	
95	1111223232433444	1212133214344234	16004	fallback_evaluated_by_x_component_coloring	0	4	13	15.864	
96	1111223232434344	1211132324432434	12368	fallback_evaluated_by_x_component_coloring	0	4	4	2.677	
98	1111223232443344	1123231213244434	11067	fallback_evaluated_by_x_component_coloring	0	4	4	5.035	
